date,code,name,industry,sector,is_etf,foreign_net,trust_net,dealer_net,dealer_hedge,inst_total,price,change_pct,volume_k
2026-08-25,2883,凱基金,金控,金融,True,24668,7,0,418,-210,31.7,2.26,37151
2026-08-25,2881,富邦金,金控,金融,False,18667,-8,170,705,-285,141.5,7.2,46295
2026-08-25,2409,友達,面板,顯示面板,False,16759,-8,473,775,-312,25.65,1.58,103833
2026-08-25,2892,第一金,金控,金融,False,14366,139,5,81,23,33.8,0.75,28506
2026-08-25,2886,兆豐金,金控,金融,False,13560,98,86,77,141,47.0,0.32,23421
2026-08-25,2884,玉山金,金控,金融,False,12135,576,3,156,129,39.0,2.23,34883
2026-08-25,2882,國泰金,金控,金融,False,13018,-37,150,281,-31,103.0,4.15,28048
2026-08-25,2606,裕民,散裝航運,航運,False,12871,-1029,1422,214,290,78.0,7.88,55868
2026-08-25,3481,群創,面板,顯示面板,False,9717,-26,2004,626,924,46.8,2.97,186724
2026-08-25,1303,南亞,石化,石化原料,False,2826,5860,341,107,856,188.5,4.72,60960
2026-08-25,1216,統一,食品,傳統產業,False,9982,-70,77,76,85,77.9,0.65,13129
2026-08-25,2891,中信金,金控,金融,False,8699,-148,74,500,-440,64.5,1.42,20408
2026-08-25,2610,華航,航空,航運,False,7503,11,10,157,49,20.4,-0.49,27320
2026-08-25,2890,永豐金,金控,金融,False,6535,5,212,362,-250,39.3,0.9,18700
2026-08-25,3045,台灣大,電信,電信,False,5421,680,385,13,-13,115.5,0.43,8753
2026-08-25,2880,華南金,金控,金融,False,5938,0,0,456,-290,39.8,1.4,17557
2026-08-25,2615,萬海,貨櫃航運,航運,False,5680,-11,556,851,0,126.5,1.61,90375
2026-08-25,2609,陽明,貨櫃航運,航運,False,5684,8,1576,1940,21,63.6,-1.4,192985
2026-08-25,8039,台虹,其他,其他,False,4538,0,390,56,57,291.5,10.0,60294
2026-08-25,2484,希華,其他,其他,False,3854,0,5,11,42,79.3,9.99,18159
2026-08-25,2489,瑞軒,其他,其他,False,3801,0,1125,157,423,40.55,9.89,70188
2026-08-25,2887,台新新光金,金控,金融,False,5308,58,312,1490,-1406,37.15,1.78,29945
2026-08-25,5880,合庫金,金控,金融,False,3603,-43,2,31,29,25.05,0.2,12487
2026-08-25,1326,台化,石化,石化原料,False,3115,0,32,123,358,58.0,1.58,10506
2026-08-25,1301,台塑,石化,石化原料,False,620,2612,1,173,186,57.8,1.4,18974
2026-08-25,6505,台塑化,石化,石化原料,False,3587,0,151,232,-70,71.0,1.57,10923
2026-08-25,2603,長榮,貨櫃航運,航運,False,5595,-926,1335,593,-483,246.0,-1.8,24200
2026-08-25,4904,遠傳,電信,電信,False,3813,-1094,10,13,3,102.5,0.99,6568
2026-08-25,9904,寶成,其他,其他,False,2709,-128,2,26,-26,25.1,0.2,7161
2026-08-25,2455,全新,IC設計,半導體,False,2144,4,54,32,142,419.5,9.96,4279
2026-08-25,3034,聯詠,IC設計,半導體,False,2285,3,19,90,62,555.0,2.4,6033
2026-08-25,1102,亞泥,水泥,傳統產業,False,2857,15,582,19,9,34.9,0.29,8903
2026-08-25,3037,欣興,PCB,PCB,False,3068,-1043,57,199,112,1095.0,1.86,15157
2026-08-25,3702,大聯大,其他,其他,False,-1004,2562,119,243,-185,110.0,-0.9,9473
2026-08-25,2301,光寶科,EMS,電子製造,False,-658,2514,213,624,84,296.0,3.14,73906
2026-08-25,1802,台玻,玻璃,傳統產業,False,2568,-357,114,289,-114,58.0,1.93,20606
2026-08-25,5871,中租-KY,其他,其他,False,2080,14,0,60,-60,115.0,-0.43,5411
2026-08-25,3673,TPK-KY,IC設計,半導體,False,1726,0,19,35,209,66.0,4.6,6578
2026-08-25,2812,台中銀,其他,其他,False,2040,-34,0,0,0,18.95,-0.52,7161
