date,code,name,industry,sector,is_etf,foreign_net,trust_net,dealer_net,dealer_hedge,inst_total,price,change_pct,volume_k
2026-09-07,2409,友達,面板,顯示面板,False,156579,3,989,1106,10322,28.7,7.09,523099
2026-09-07,6770,力積電,晶圓代工,半導體,False,112644,7427,593,353,3036,72.9,6.42,242829
2026-09-07,0050,元大台灣50,其他,其他,True,43969,2700,1182,2270,10690,109.9,1.85,108677
2026-09-07,2303,聯電,IC設計,半導體,False,38568,14860,5355,2704,536,143.0,10.0,337408
2026-09-07,2344,華邦電,IC設計,半導體,False,47386,-1360,563,97,728,180.0,3.45,118922
2026-09-07,3481,群創,面板,顯示面板,False,44175,-37,2010,458,1354,49.95,2.99,251338
2026-09-07,3711,日月光投控,封測,半導體,False,18355,-510,157,334,259,621.0,5.61,27604
2026-09-07,2330,台積電,晶圓代工,半導體,False,16135,-367,75,113,233,2460.0,2.07,26898
2026-09-07,2408,南亞科,其他,其他,False,13693,351,331,91,47,517.0,4.23,57088
2026-09-07,0052,富邦科技,其他,其他,False,4764,0,2220,264,10196,63.75,1.67,22956
2026-09-07,4958,臻鼎-KY,PCB,PCB,False,9974,2722,205,555,316,501.0,8.21,34247
2026-09-07,3006,晶豪科,IC設計,半導體,False,9409,-1,228,263,79,297.0,6.64,26812
2026-09-07,2449,京元電子,封測,半導體,False,6996,1560,165,161,154,273.0,4.2,26506
2026-09-07,1326,台化,石化,石化原料,False,8559,-8,468,206,237,71.9,3.01,57918
2026-09-07,2492,華新科,被動元件,半導體,False,8312,-4,273,337,8,323.0,8.21,47400
2026-09-07,2337,旺宏,記憶體,半導體,False,7691,-6,47,40,339,124.5,2.47,28816
2026-09-07,9105,泰金寶-DR,其他,其他,False,8152,0,0,29,134,8.85,2.31,27003
2026-09-07,2886,兆豐金,金控,金融,False,6344,1207,206,104,37,50.2,1.31,20349
2026-09-07,2327,國巨*,被動元件,半導體,False,6448,-109,49,197,284,589.0,4.8,71286
2026-09-07,1802,台玻,玻璃,傳統產業,False,5993,113,30,55,0,60.7,2.71,21751
2026-09-07,2436,偉詮電,其他,其他,False,5950,0,0,125,123,71.7,9.97,15538
2026-09-07,5876,上海商銀,金控,金融,False,4823,1059,196,39,-39,46.95,1.4,9786
2026-09-07,1301,台塑,石化,石化原料,False,4911,-10,360,32,451,66.6,0.91,29478
2026-09-07,2845,遠東銀,其他,其他,False,5219,-10,0,0,0,13.75,0.73,14882
2026-09-07,2892,第一金,金控,金融,False,-1733,6620,280,210,-28,37.3,0.0,38993
2026-09-07,0056,元大高股息,其他,其他,True,130,2860,50,574,1651,55.85,0.81,24363
2026-09-07,2454,聯發科,IC設計,半導體,False,2913,920,140,648,111,4760.0,7.81,17178
