date,code,name,industry,sector,is_etf,foreign_net,trust_net,dealer_net,dealer_hedge,inst_total,price,change_pct,volume_k
2026-09-17,2409,友達,面板,顯示面板,False,53222,-21,2760,3373,1259,30.0,2.04,368721
2026-09-17,2303,聯電,IC設計,半導體,False,8951,27909,815,726,997,147.5,3.87,256821
2026-09-17,6770,力積電,晶圓代工,半導體,False,32652,-13,453,384,1333,71.2,1.86,119460
2026-09-17,2834,臺企銀,其他,其他,False,26930,15,0,117,350,18.75,3.02,62652
2026-09-17,1314,中石化,化工,石化原料,False,25034,0,151,0,0,8.96,9.94,128600
2026-09-17,2609,陽明,貨櫃航運,航運,False,21855,415,1,86,177,62.0,2.99,41269
2026-09-17,1303,南亞,石化,石化原料,False,-4967,23317,488,225,468,236.0,5.36,92909
2026-09-17,0050,元大台灣50,其他,其他,True,8036,1500,34,3567,3121,108.05,1.08,49931
2026-09-17,6505,台塑化,石化,石化原料,False,8158,5451,222,49,749,86.2,7.08,36254
2026-09-17,2371,大同,電機,電機傳產,False,13811,22,1,66,436,29.7,5.13,31989
2026-09-17,0056,元大高股息,其他,其他,True,6992,1250,0,459,5256,56.3,1.35,26260
2026-09-17,2884,玉山金,金控,金融,False,3450,8685,771,259,377,47.3,1.83,51011
2026-09-17,1718,中纖,其他,其他,False,11689,0,27,0,240,10.9,3.81,20789
2026-09-17,1101,台泥,水泥,傳統產業,False,11739,66,100,81,200,24.45,1.66,23063
2026-09-17,3231,緯創,伺服器,科技硬體,False,8826,2001,232,113,472,186.5,1.91,31292
2026-09-17,2883,凱基金,金控,金融,True,12687,-2270,0,244,136,39.65,1.28,47181
2026-09-17,2892,第一金,金控,金融,False,4325,6181,626,97,336,40.75,1.88,32824
2026-09-17,1301,台塑,石化,石化原料,False,9109,0,14,115,378,64.6,3.53,26190
2026-09-17,2317,鴻海,電子製造,電子製造,False,8880,109,78,58,289,250.5,1.01,26522
2026-09-17,2412,中華電,電信,電信,False,10044,-563,0,47,-46,145.0,1.05,15263
2026-09-17,6257,矽格,IC設計,半導體,False,8544,-6,60,170,333,222.5,5.95,19035
2026-09-17,1326,台化,石化,石化原料,False,7698,0,20,59,447,68.6,4.26,24043
2026-09-17,2353,宏碁,電腦品牌,電子製造,False,7032,814,243,145,171,32.4,1.25,19345
2026-09-17,2382,廣達,伺服器,科技硬體,False,4789,3040,92,54,-12,344.0,1.03,16289
2026-09-17,2610,華航,航空,航運,False,5877,1218,786,38,313,20.35,2.01,14343
2026-09-17,5880,合庫金,金控,金融,False,7180,76,0,1,117,27.55,0.73,20508
2026-09-17,2605,新興,散裝航運,航運,False,6569,0,4,14,369,37.15,3.05,14491
2026-09-17,2891,中信金,金控,金融,False,3567,3698,480,410,-155,71.2,0.56,43768
2026-09-17,2615,萬海,貨櫃航運,航運,False,4971,0,0,168,1473,120.5,4.78,18631
2026-09-17,2489,瑞軒,其他,其他,False,5734,0,693,337,742,43.2,4.73,123007
2026-09-17,2618,長榮航,航空,航運,False,3947,2641,541,107,58,42.05,1.82,16921
2026-09-17,1312,國喬,石化,石化原料,False,6040,0,0,3,235,14.95,1.01,17167
2026-09-17,3702,大聯大,其他,其他,False,4960,781,210,57,427,111.0,4.72,12125
2026-09-17,2886,兆豐金,金控,金融,False,1750,3715,666,251,305,51.9,1.96,24220
2026-09-17,2515,中工,其他,其他,False,5824,-9,14,0,32,12.05,2.12,12829
2026-09-17,9904,寶成,其他,其他,False,2443,3027,0,132,-39,24.8,1.22,14262
2026-09-17,1409,新纖,其他,其他,False,5640,0,149,207,-48,24.8,3.55,13959
2026-09-17,9945,潤泰新,其他,其他,False,3330,887,0,18,998,28.95,3.21,10535
2026-09-17,2330,台積電,晶圓代工,半導體,False,4794,-59,102,103,152,2425.0,1.89,18116
2026-09-17,2801,彰銀,金控,金融,False,-5460,9468,758,33,235,29.6,2.42,55925
2026-09-17,6226,光鼎,其他,其他,False,3463,0,85,0,0,43.85,9.9,23028
2026-09-17,2399,映泰,其他,其他,False,4227,0,2,4,29,49.0,3.59,18069
2026-09-17,2845,遠東銀,其他,其他,False,3909,-1,146,1,0,13.75,1.1,9361
2026-09-17,2027,大成鋼,特殊鋼,金屬原料,False,1564,1985,306,76,119,47.1,1.18,10660
