date,code,name,industry,sector,is_etf,foreign_net,trust_net,dealer_net,dealer_hedge,inst_total,price,change_pct,volume_k
2026-09-10,6770,力積電,晶圓代工,半導體,False,28000,-21,747,547,1639,73.5,1.52,144134
2026-09-10,2409,友達,面板,顯示面板,False,18535,-40,2649,3678,4748,31.2,2.3,497017
2026-09-10,2892,第一金,金控,金融,False,10641,5934,392,128,143,38.0,0.53,29076
2026-09-10,2883,凱基金,金控,金融,True,13778,601,316,287,69,37.2,1.22,41645
2026-09-10,1312,國喬,石化,石化原料,False,10033,0,365,471,-81,14.95,2.05,45165
2026-09-10,1303,南亞,石化,石化原料,False,7355,1925,564,332,15,244.0,3.17,59486
2026-09-10,2812,台中銀,其他,其他,False,8707,-261,72,161,-102,19.1,-0.26,17421
2026-09-10,2884,玉山金,金控,金融,False,1374,6110,668,232,96,44.95,1.58,56865
2026-09-10,1101,台泥,水泥,傳統產業,False,6800,226,67,119,135,24.8,0.2,20276
2026-09-10,2886,兆豐金,金控,金融,False,6735,150,372,131,104,49.9,-0.8,20888
2026-09-10,2834,臺企銀,其他,其他,False,6721,-4,170,382,-372,17.9,-0.28,61247
2026-09-10,6257,矽格,IC設計,半導體,False,5844,-4,22,146,84,217.0,1.88,18438
2026-09-10,2481,強茂,IC設計,半導體,False,5094,370,354,127,-7,154.5,1.64,42970
2026-09-10,3016,嘉晶,其他,其他,False,4507,0,3,28,225,110.0,10.0,13980
2026-09-10,3711,日月光投控,封測,半導體,False,4770,-20,480,456,-97,650.0,1.56,17451
2026-09-10,3702,大聯大,其他,其他,False,3852,-49,157,191,60,108.0,2.86,10849
2026-09-10,2412,中華電,電信,電信,False,3915,99,56,23,-23,139.5,0.0,7123
2026-09-10,2880,華南金,金控,金融,False,3886,88,107,307,-174,44.8,1.01,13056
2026-09-10,2354,鴻準,其他,其他,False,3382,-4,15,33,28,65.0,0.78,6839
2026-09-10,5880,合庫金,金控,金融,False,2814,119,136,305,-297,26.85,0.0,12158
2026-09-10,5876,上海商銀,金控,金融,False,2637,290,42,97,-65,47.9,0.84,7098
2026-09-10,1102,亞泥,水泥,傳統產業,False,2471,225,134,32,-26,35.45,0.14,6863
2026-09-10,2313,華通,PCB,PCB,False,2464,-76,458,159,-64,225.5,-1.1,14054
2026-09-10,3189,景碩,PCB,PCB,False,1849,344,29,121,-6,827.0,1.85,13682
2026-09-10,2881,富邦金,金控,金融,False,2417,83,231,284,-248,148.5,1.02,12504
2026-09-10,2454,聯發科,IC設計,半導體,False,1717,55,44,89,5,4720.0,2.05,6662
2026-09-10,2305,全友,其他,其他,False,1585,0,5,0,147,38.5,10.0,17665
2026-09-10,2820,華票,其他,其他,False,1648,0,40,0,0,17.05,0.59,2929
2026-09-10,2637,慧洋-KY,散裝航運,航運,False,1029,360,7,34,-15,100.5,0.0,4531
2026-09-10,2885,元大金,金控,金融,False,1267,324,10,310,-188,69.7,0.0,15088
2026-09-10,1904,正隆,其他,其他,False,1441,-30,40,6,-4,25.55,4.07,3206
2026-09-10,3045,台灣大,電信,電信,False,1515,15,137,0,0,120.0,0.42,4119
2026-09-10,2891,中信金,金控,金融,False,-993,2497,348,281,17,67.3,1.05,19389
2026-09-10,2449,京元電子,封測,半導體,False,1574,-230,126,53,7,271.5,0.56,13033
2026-09-10,2515,中工,其他,其他,False,1360,-34,21,0,0,12.0,-0.41,3006
2026-09-10,6226,光鼎,其他,其他,False,1263,0,0,0,0,32.6,9.95,15232
2026-09-10,2303,聯電,IC設計,半導體,False,-10293,12517,1316,1092,-587,142.5,0.71,204307
2026-09-10,6531,愛普*,其他,其他,False,65,850,6,162,4,1030.0,3.1,6397
2026-09-10,2363,矽統,其他,其他,False,836,0,4,28,86,52.6,0.0,6439
2026-09-10,2439,美律,其他,其他,False,958,-74,3,0,2,77.2,3.07,2123
2026-09-10,2882,國泰金,金控,金融,False,956,-8,108,117,-37,110.5,0.0,13713
2026-09-10,3034,聯詠,IC設計,半導體,False,907,-7,16,59,7,545.0,0.37,2522
2026-09-10,3006,晶豪科,IC設計,半導體,False,764,25,396,148,5,312.0,1.79,26130
2026-09-10,6239,力成,封測,半導體,False,809,-42,70,172,114,283.5,0.89,14120
2026-09-10,2352,佳世達,其他,其他,False,563,104,16,12,167,29.0,0.69,4113
2026-09-10,4927,泰鼎-KY,其他,其他,False,782,0,3,0,22,42.75,0.47,2441
2026-09-10,1802,台玻,玻璃,傳統產業,False,718,35,27,99,-85,59.6,-1.0,9477
2026-09-10,8422,可寧衛*,環保,綠能,False,817,-1,27,24,-23,26.3,0.19,2931
2026-09-10,3380,明泰,其他,其他,False,680,0,24,2,4,30.65,0.82,2862
2026-09-10,1216,統一,食品,傳統產業,False,786,-26,63,88,-71,75.6,-0.53,9304
2026-09-10,2030,彰源,其他,其他,False,568,0,41,0,0,23.65,-0.21,2619
2026-09-10,2357,華碩,電腦品牌,電子製造,False,677,141,296,54,37,989.0,1.02,2481
2026-09-10,2905,三商,其他,其他,False,583,0,9,0,0,18.35,1.66,1317
2026-09-10,2606,裕民,散裝航運,航運,False,723,0,137,133,-123,78.4,-1.63,6465
2026-09-10,3090,日電貿,其他,其他,False,472,-22,17,56,103,171.0,3.01,5770
2026-09-10,1503,士電,其他,其他,False,537,5,4,11,-2,205.0,-0.49,1763
2026-09-10,2023,燁輝,其他,其他,False,597,-1,64,0,0,14.1,0.71,1308
2026-09-10,3706,神達,電腦周邊,電子製造,False,558,-7,73,49,-8,82.0,0.24,6332
2026-09-10,3029,零壹,其他,其他,False,507,0,13,0,0,113.0,1.8,889
2026-09-10,2838,聯邦銀,其他,其他,False,503,-2,46,0,36,20.9,-0.48,2001
2026-09-10,3024,憶聲,其他,其他,False,491,0,3,0,0,14.55,4.3,1337
2026-09-10,5871,中租-KY,其他,其他,False,391,116,34,15,9,112.5,0.45,3590
2026-09-10,6224,聚鼎,其他,其他,False,467,0,2,0,0,89.0,5.33,2271
2026-09-10,2379,瑞昱,IC設計,半導體,False,527,-62,21,70,10,696.0,-1.28,2830
2026-09-10,4977,眾達-KY,光學,科技硬體,False,445,0,0,19,10,173.0,1.47,3408
2026-09-10,2102,泰豐,其他,其他,False,414,0,0,0,0,17.9,1.13,538
2026-09-10,2347,聯強,封測,半導體,False,701,-342,13,31,51,88.8,0.23,2850
2026-09-10,2636,台驊控股,其他,其他,False,401,0,8,0,0,70.9,2.46,965
2026-09-10,4904,遠傳,電信,電信,False,445,-22,32,24,-24,104.5,0.48,2255
2026-09-10,2903,遠百,其他,其他,False,-262,474,13,0,150,22.5,0.45,1455
