date,code,name,industry,sector,is_etf,foreign_net,trust_net,dealer_net,dealer_hedge,inst_total,price,change_pct,volume_k
2026-08-12,6770,力積電,晶圓代工,半導體,False,113974,0,878,1727,2075,73.7,10.0,428615
2026-08-12,2324,仁寶,EMS,電子製造,False,51024,60,139,759,3203,39.9,9.92,171747
2026-08-12,1605,華新,電線電纜,電機傳產,False,44292,-6,73,721,14,40.0,4.44,94362
2026-08-12,2317,鴻海,電子製造,電子製造,False,29370,255,292,849,1066,270.0,2.66,60316
2026-08-12,2356,英業達,EMS,電子製造,False,25668,881,68,671,590,69.0,5.99,79797
2026-08-12,0050,元大台灣50,其他,其他,True,9409,-450,953,3555,10711,105.2,0.57,64991
2026-08-12,1717,長興,化工,石化原料,False,16328,200,185,321,1428,78.6,9.32,44658
2026-08-12,2002,中鋼,鋼鐵,金屬原料,False,18378,-14,743,233,-59,19.75,0.0,44569
2026-08-12,1402,遠東新,紡織,傳統產業,False,15079,72,0,10,23,27.55,0.92,23518
2026-08-12,2887,台新新光金,金控,金融,False,9082,4943,2,277,-130,35.65,0.28,35236
2026-08-12,0056,元大高股息,其他,其他,True,8297,0,600,1586,3784,52.7,0.76,36316
2026-08-12,2892,第一金,金控,金融,False,13521,-95,1664,58,84,33.15,1.38,42976
2026-08-12,2353,宏碁,電腦品牌,電子製造,False,10521,-153,2,34,986,31.75,2.25,24980
2026-08-12,2337,旺宏,記憶體,半導體,False,11058,-8,498,325,-93,136.5,3.02,104417
2026-08-12,0052,富邦科技,其他,其他,False,2754,-940,209,1141,7286,61.5,0.74,17052
2026-08-12,3706,神達,電腦周邊,電子製造,False,9467,-92,14,84,234,92.4,2.67,17902
2026-08-12,1608,華榮,其他,其他,False,9108,0,30,2,103,37.95,4.12,19567
2026-08-12,2377,微星,其他,其他,False,7854,-113,23,152,677,169.0,9.74,46112
2026-08-12,4938,和碩,EMS,電子製造,False,8259,43,10,47,286,91.4,2.7,15676
2026-08-12,2890,永豐金,金控,金融,False,8869,118,20,259,-238,39.85,2.05,19290
2026-08-12,1326,台化,石化,石化原料,False,7275,0,0,41,516,59.6,2.41,20142
2026-08-12,2883,凱基金,金控,金融,True,2856,4243,13,124,-119,31.2,0.48,29200
2026-08-12,1718,中纖,其他,其他,False,7148,-20,708,14,65,11.2,9.8,43321
2026-08-12,2449,京元電子,封測,半導體,False,5585,-130,129,242,580,259.0,5.28,21727
2026-08-12,3231,緯創,伺服器,科技硬體,False,8824,-3416,20,98,350,193.5,1.31,43108
