date,code,strategy,entry_price
2026-08-04,3211,創新高,325.0
2026-08-04,3213,創新高,129.0
2026-08-04,3218,創新高,136.0
2026-08-04,3219,創新高,62.3
2026-08-04,3221,創新高,47.0
2026-08-04,3226,創新高,51.1
2026-08-04,3227,創新高,205.5
2026-08-04,3228,創新高,145.0
2026-08-04,3229,創新高,47.75
2026-08-04,3230,創新高,40.2
2026-08-04,3231,創新高,195.0
2026-08-04,3232,創新高,19.75
2026-08-04,3234,創新高,113.0
2026-08-04,3236,創新高,43.0
2026-08-04,3260,創新高,398.5
2026-08-04,3264,創新高,193.5
2026-08-04,3265,創新高,155.5
2026-08-04,3284,創新高,20.75
2026-08-04,3285,創新高,37.1
2026-08-04,3287,創新高,29.9
2026-08-04,3289,創新高,145.0
2026-08-04,3290,創新高,53.2
2026-08-04,3293,創新高,774.0
2026-08-04,3294,創新高,30.3
2026-08-04,3296,創新高,23.1
2026-08-04,3297,創新高,26.25
2026-08-04,3305,創新高,109.5
2026-08-04,3306,創新高,43.3
2026-08-04,3308,創新高,19.95
2026-08-04,3310,創新高,67.2
2026-08-04,3312,創新高,48.6
2026-08-04,3313,創新高,10.3
2026-08-04,3317,創新高,68.0
2026-08-04,3322,創新高,11.25
2026-08-04,3323,創新高,28.95
2026-08-04,3324,創新高,944.0
2026-08-04,3325,創新高,12.05
2026-08-04,3332,創新高,63.8
2026-08-04,3338,創新高,64.3
2026-08-04,3339,創新高,37.4
2026-08-04,3346,創新高,19.85
2026-08-04,3349,創新高,22.9
2026-08-04,3354,創新高,20.15
2026-08-04,3357,創新高,206.0
2026-08-04,3360,創新高,16.5
2026-08-04,3362,創新高,179.5
2026-08-04,3363,創新高,563.0
2026-08-04,3372,創新高,15.5
2026-08-04,3373,創新高,16.25
2026-08-04,3374,創新高,309.5
2026-08-04,3376,創新高,179.5
2026-08-04,3379,創新高,26.1
2026-08-04,3380,創新高,29.25
2026-08-04,3388,創新高,73.2
2026-08-04,3390,創新高,22.8
2026-08-04,3406,創新高,502.0
2026-08-04,3413,創新高,321.5
2026-08-04,3416,創新高,178.0
2026-08-04,3430,創新高,108.0
2026-08-04,3434,創新高,30.0
2026-08-04,3437,創新高,17.45
2026-08-04,3438,創新高,57.0
2026-08-04,3444,創新高,67.6
2026-08-04,3447,創新高,27.4
2026-08-04,3450,創新高,432.0
2026-08-04,3455,創新高,182.5
2026-08-04,3465,創新高,30.5
2026-08-04,3467,創新高,44.95
2026-08-04,3481,創新高,47.8
2026-08-04,3483,創新高,73.9
2026-08-04,3484,創新高,51.2
2026-08-04,3485,創新高,206.5
2026-08-04,3489,創新高,25.65
2026-08-04,3490,創新高,28.4
2026-08-04,3491,創新高,1170.0
2026-08-04,3492,創新高,21.95
2026-08-04,3498,創新高,103.5
2026-08-04,3501,創新高,38.1
2026-08-04,3504,創新高,78.2
2026-08-04,3511,創新高,19.25
2026-08-04,3512,創新高,19.8
2026-08-04,3515,創新高,198.5
2026-08-04,3516,創新高,27.0
2026-08-04,3526,創新高,305.0
2026-08-04,3527,創新高,51.7
2026-08-04,3528,創新高,88.1
2026-08-04,3529,創新高,2575.0
2026-08-04,3530,創新高,54.4
2026-08-04,3533,創新高,2010.0
2026-08-04,3535,創新高,84.1
2026-08-04,3537,創新高,52.3
2026-08-04,3540,創新高,20.2
2026-08-04,3541,創新高,20.8
2026-08-04,3545,創新高,49.9
2026-08-04,3546,創新高,74.5
2026-08-04,3548,創新高,74.9
2026-08-04,3550,創新高,21.85
2026-08-04,3555,創新高,147.0
2026-08-04,3556,創新高,61.7
2026-08-04,3557,創新高,27.25
2026-08-04,3558,創新高,126.0
2026-08-04,3563,創新高,648.0
2026-08-04,3564,創新高,44.3
2026-08-04,3567,創新高,25.95
2026-08-04,3577,創新高,131.5
2026-08-04,3580,創新高,75.5
2026-08-04,3581,創新高,111.5
2026-08-04,3583,創新高,699.0
2026-08-04,3587,創新高,251.5
2026-08-04,3588,創新高,52.4
2026-08-04,3591,創新高,20.45
2026-08-04,3592,創新高,241.0
2026-08-04,3594,創新高,53.4
2026-08-04,3597,創新高,26.5
2026-08-04,3605,創新高,92.6
2026-08-04,3609,創新高,26.2
2026-08-04,3611,創新高,184.5
2026-08-04,3615,創新高,35.4
2026-08-04,3617,創新高,221.0
2026-08-04,3623,創新高,19.75
2026-08-04,3624,創新高,68.0
2026-08-04,3625,創新高,17.3
2026-08-04,3632,創新高,8.49
2026-08-04,3645,創新高,69.1
2026-08-04,3646,創新高,23.5
2026-08-04,3652,創新高,30.0
2026-08-04,3653,創新高,4145.0
2026-08-04,3661,創新高,3390.0
2026-08-04,3663,創新高,62.9
2026-08-04,3664,創新高,6.79
2026-08-04,3665,創新高,2300.0
2026-08-04,3673,創新高,59.9
2026-08-04,3675,創新高,252.5
2026-08-04,3680,創新高,430.0
2026-08-04,3684,創新高,49.5
2026-08-04,3687,創新高,65.8
2026-08-04,3689,創新高,103.5
2026-08-04,3691,創新高,114.0
2026-08-04,3693,創新高,498.5
2026-08-04,3694,創新高,55.2
2026-08-04,3701,創新高,39.1
2026-08-04,3702,創新高,117.5
2026-08-04,3704,創新高,45.9
2026-08-04,3706,創新高,91.3
2026-08-04,3707,創新高,59.8
2026-08-04,3708,創新高,94.4
2026-08-04,3709,創新高,74.7
2026-08-04,3712,創新高,18.75
2026-08-04,3714,創新高,53.7
2026-08-04,3715,創新高,104.5
2026-08-04,3717,創新高,23.15
2026-08-04,4105,創新高,76.5
2026-08-04,4106,創新高,23.75
2026-08-04,4107,創新高,114.0
2026-08-04,4109,創新高,11.3
2026-08-04,4111,創新高,30.05
2026-08-04,4116,創新高,39.4
2026-08-04,4121,創新高,12.9
2026-08-04,4123,創新高,38.95
2026-08-04,4127,創新高,77.2
2026-08-04,4128,創新高,14.65
2026-08-04,4138,創新高,51.2
2026-08-04,4139,創新高,39.0
2026-08-04,4142,創新高,16.9
2026-08-04,4147,創新高,57.6
2026-08-04,4148,創新高,30.9
2026-08-04,4153,創新高,32.0
2026-08-04,4157,創新高,8.33
2026-08-04,4167,創新高,17.95
2026-08-04,4168,創新高,22.7
2026-08-04,4173,創新高,17.75
2026-08-04,4175,創新高,50.0
2026-08-04,4188,創新高,9.89
2026-08-04,4190,創新高,25.3
2026-08-04,4192,創新高,19.6
2026-08-04,4207,創新高,19.95
2026-08-04,4303,創新高,43.9
2026-08-04,4401,創新高,13.9
2026-08-04,4413,創新高,14.25
2026-08-04,4417,創新高,43.1
2026-08-04,4419,創新高,45.2
2026-08-04,4430,創新高,17.85
2026-08-04,4432,創新高,16.1
2026-08-04,4433,創新高,19.5
2026-08-04,4441,創新高,178.5
2026-08-04,4510,創新高,37.0
2026-08-04,4513,創新高,17.75
2026-08-04,4523,創新高,25.4
2026-08-04,4526,創新高,29.75
2026-08-04,4527,創新高,39.35
2026-08-04,4532,創新高,24.1
2026-08-04,4533,創新高,24.35
2026-08-04,4534,創新高,34.0
2026-08-04,4535,創新高,28.25
2026-08-04,4540,創新高,50.0
2026-08-04,4541,創新高,62.8
2026-08-04,4542,創新高,279.0
2026-08-04,4545,創新高,32.7
2026-08-04,4550,創新高,24.9
2026-08-04,4551,創新高,163.0
2026-08-04,4552,創新高,17.95
2026-08-04,4554,創新高,30.6
2026-08-04,4555,創新高,41.8
2026-08-04,4560,創新高,31.45
2026-08-04,4561,創新高,35.7
2026-08-04,4562,創新高,30.1
2026-08-04,4563,創新高,39.9
2026-08-04,4568,創新高,39.45
2026-08-04,4569,創新高,163.0
2026-08-04,4571,創新高,152.0
2026-08-04,4576,創新高,201.0
2026-08-04,4577,創新高,74.9
2026-08-04,4581,創新高,51.3
2026-08-04,4582,創新高,27.5
2026-08-04,4583,創新高,490.5
2026-08-04,4584,創新高,38.95
2026-08-04,4588,創新高,50.6
2026-08-04,4702,創新高,9.68
2026-08-04,4707,創新高,28.05
2026-08-04,4711,創新高,15.95
2026-08-04,4714,創新高,10.35
2026-08-04,4716,創新高,17.55
2026-08-04,4720,創新高,19.15
2026-08-04,4721,創新高,70.4
2026-08-04,4722,創新高,203.0
2026-08-04,4726,創新高,24.85
2026-08-04,4729,創新高,19.25
2026-08-04,4739,創新高,82.6
2026-08-04,4741,創新高,42.75
2026-08-04,4743,創新高,47.45
2026-08-04,4745,創新高,12.0
2026-08-04,4746,創新高,52.4
2026-08-04,4749,創新高,778.0
2026-08-04,4754,創新高,36.5
2026-08-04,4755,創新高,113.5
2026-08-04,4760,創新高,237.5
2026-08-04,4767,創新高,26.15
2026-08-04,4768,創新高,290.5
2026-08-04,4771,創新高,187.5
2026-08-04,4804,創新高,3.27
2026-08-04,4806,創新高,10.1
2026-08-04,4903,創新高,39.0
2026-08-04,4906,創新高,34.25
2026-08-04,4908,創新高,150.5
2026-08-04,4909,創新高,37.6
2026-08-04,4912,創新高,88.9
2026-08-04,4916,創新高,101.5
2026-08-04,4919,創新高,129.5
2026-08-04,4923,創新高,42.1
2026-08-04,4924,創新高,10.05
2026-08-04,4927,創新高,30.45
2026-08-04,4931,創新高,196.0
2026-08-04,4934,創新高,14.35
2026-08-04,4938,創新高,88.4
2026-08-04,4939,創新高,56.3
2026-08-04,4946,創新高,71.4
2026-08-04,4949,創新高,63.2
2026-08-04,4951,創新高,80.1
2026-08-04,4952,創新高,48.0
2026-08-04,4953,創新高,129.0
2026-08-04,4956,創新高,29.7
2026-08-04,4958,創新高,444.0
2026-08-04,4960,創新高,20.35
2026-08-04,4961,創新高,156.5
2026-08-04,4966,創新高,584.0
2026-08-04,4967,創新高,256.5
2026-08-04,4968,創新高,99.5
2026-08-04,4971,創新高,420.0
2026-08-04,4972,創新高,16.5
2026-08-04,4973,創新高,144.0
2026-08-04,4974,創新高,67.9
2026-08-04,4977,創新高,131.0
2026-08-04,4979,創新高,447.5
2026-08-04,4989,創新高,67.2
2026-08-04,4991,創新高,426.5
2026-08-04,4995,創新高,47.5
2026-08-04,5009,創新高,33.1
2026-08-04,5014,創新高,10.45
2026-08-04,5016,創新高,23.95
2026-08-04,5202,創新高,11.9
2026-08-04,5203,創新高,65.7
2026-08-04,5211,創新高,19.6
2026-08-04,5212,創新高,47.3
2026-08-04,5220,創新高,20.45
2026-08-04,5222,創新高,111.5
2026-08-04,5228,創新高,39.4
2026-08-04,5230,創新高,17.6
2026-08-04,5236,創新高,148.0
2026-08-04,5243,創新高,83.2
2026-08-04,5244,創新高,31.5
2026-08-04,5251,創新高,25.5
2026-08-04,5258,創新高,54.4
2026-08-04,5272,創新高,17.55
2026-08-04,5278,創新高,24.85
2026-08-04,5284,創新高,299.5
2026-08-04,5285,創新高,75.3
2026-08-04,5287,創新高,145.5
2026-08-04,5288,創新高,193.5
2026-08-04,5289,創新高,1415.0
2026-08-04,5291,創新高,47.95
2026-08-04,5292,創新高,163.0
2026-08-04,5299,創新高,107.5
2026-08-04,5302,創新高,10.2
2026-08-04,5306,創新高,89.7
2026-08-04,5309,創新高,51.5
2026-08-04,5312,創新高,89.0
2026-08-04,5314,創新高,56.4
2026-08-04,5315,創新高,19.4
2026-08-04,5324,創新高,12.25
2026-08-04,5340,創新高,70.6
2026-08-04,5347,創新高,154.5
2026-08-04,5351,創新高,87.8
2026-08-04,5353,創新高,28.15
2026-08-04,5355,創新高,5.86
2026-08-04,5356,創新高,24.55
2026-08-04,5371,創新高,82.7
2026-08-04,5381,創新高,23.6
2026-08-04,5386,創新高,248.5
2026-08-04,5388,創新高,89.2
2026-08-04,5392,創新高,42.35
2026-08-04,5410,創新高,35.8
2026-08-04,5425,創新高,81.6
2026-08-04,5426,創新高,25.25
2026-08-04,5432,創新高,108.0
2026-08-04,5434,創新高,509.0
2026-08-04,5439,創新高,224.0
2026-08-04,5443,創新高,92.2
2026-08-04,5450,創新高,14.1
2026-08-04,5452,創新高,25.9
2026-08-04,5455,創新高,28.3
2026-08-04,5457,創新高,27.6
2026-08-04,5460,創新高,16.15
2026-08-04,5468,創新高,25.0
2026-08-04,5469,創新高,68.2
2026-08-04,5471,創新高,55.2
2026-08-04,5474,創新高,148.0
2026-08-04,5475,創新高,134.0
2026-08-04,5483,創新高,181.0
2026-08-04,5487,創新高,29.55
2026-08-04,5488,創新高,13.15
2026-08-04,5489,創新高,41.55
2026-08-04,5493,創新高,77.1
2026-08-04,5498,創新高,46.9
2026-08-04,5508,創新高,50.8
2026-08-04,5512,創新高,7.68
2026-08-04,5521,創新高,10.25
2026-08-04,5523,創新高,30.35
2026-08-04,5525,創新高,23.0
2026-08-04,5529,創新高,21.25
2026-08-04,5530,創新高,47.45
2026-08-04,5536,創新高,990.0
2026-08-04,5604,創新高,30.45
2026-08-04,5607,創新高,47.85
2026-08-04,5608,創新高,13.25
2026-08-04,5703,創新高,14.2
2026-08-04,5864,創新高,30.85
2026-08-04,5902,創新高,34.3
2026-08-04,5904,創新高,72.0
2026-08-04,5907,創新高,5.0
2026-08-04,6005,創新高,34.85
2026-08-04,6024,創新高,58.2
2026-08-04,6028,創新高,80.8
2026-08-04,6101,創新高,36.1
2026-08-04,6103,創新高,28.5
2026-08-04,6104,創新高,93.8
2026-08-04,6108,創新高,16.9
2026-08-04,6112,創新高,41.55
2026-08-04,6113,創新高,21.9
2026-08-04,6116,創新高,12.95
2026-08-04,6120,創新高,13.4
2026-08-04,6121,創新高,370.0
2026-08-04,6124,創新高,25.9
2026-08-04,6125,創新高,48.25
2026-08-04,6126,創新高,31.05
2026-08-04,6127,創新高,48.9
2026-08-04,6128,創新高,20.2
2026-08-04,6129,創新高,14.35
2026-08-04,6133,創新高,20.4
2026-08-04,6134,創新高,26.3
2026-08-04,6136,創新高,24.45
2026-08-04,6138,創新高,295.5
2026-08-04,6139,創新高,786.0
2026-08-04,6140,創新高,16.4
2026-08-04,6141,創新高,33.4
2026-08-04,6142,創新高,9.89
2026-08-04,6143,創新高,90.5
2026-08-04,6147,創新高,144.5
2026-08-04,6148,創新高,27.0
2026-08-04,6150,創新高,58.0
2026-08-04,6151,創新高,34.2
2026-08-04,6153,創新高,15.5
2026-08-04,6154,創新高,13.5
2026-08-04,6155,創新高,54.7
2026-08-04,6156,創新高,21.95
2026-08-04,6161,創新高,50.6
2026-08-04,6163,創新高,40.45
2026-08-04,6164,創新高,11.7
2026-08-04,6165,創新高,50.4
2026-08-04,6167,創新高,10.55
2026-08-04,6168,創新高,24.5
2026-08-04,6169,創新高,13.55
2026-08-04,6173,創新高,164.5
2026-08-04,6174,創新高,42.4
2026-08-04,6175,創新高,75.2
2026-08-04,6176,創新高,87.1
2026-08-04,6179,創新高,25.8
2026-08-04,6182,創新高,96.9
2026-08-04,6185,創新高,14.0
2026-08-04,6186,創新高,41.8
2026-08-04,6187,創新高,1090.0
2026-08-04,6188,創新高,70.5
2026-08-04,6189,創新高,47.9
2026-08-04,6190,創新高,67.0
2026-08-04,6191,創新高,83.0
2026-08-04,6192,創新高,114.0
2026-08-04,6195,創新高,26.95
2026-08-04,6197,創新高,308.0
2026-08-04,6198,創新高,19.6
2026-08-04,6201,創新高,49.15
2026-08-04,6203,創新高,61.0
2026-08-04,6204,創新高,73.7
2026-08-04,6205,創新高,60.0
2026-08-04,6206,創新高,140.0
2026-08-04,6207,創新高,103.0
2026-08-04,6208,創新高,84.4
2026-08-04,6209,創新高,69.1
2026-08-04,6212,創新高,29.3
2026-08-04,6213,創新高,310.0
2026-08-04,6215,創新高,92.6
2026-08-04,6216,創新高,21.85
2026-08-04,6217,創新高,134.0
2026-08-04,6218,創新高,33.05
2026-08-04,6220,創新高,26.45
2026-08-04,6221,創新高,21.05
2026-08-04,6222,創新高,20.95
2026-08-04,6223,創新高,5900.0
2026-08-04,6224,創新高,56.0
2026-08-04,6229,創新高,23.4
2026-08-04,6231,創新高,221.5
2026-08-04,6233,創新高,20.55
2026-08-04,6234,創新高,33.35
2026-08-04,6235,創新高,38.6
2026-08-04,6236,創新高,17.05
2026-08-04,6237,創新高,33.85
2026-08-04,6239,創新高,256.5
2026-08-04,6241,創新高,16.75
2026-08-04,6242,創新高,34.85
2026-08-04,6244,創新高,23.7
2026-08-04,6245,創新高,78.2
2026-08-04,6246,創新高,12.65
2026-08-04,6248,創新高,17.6
2026-08-04,6257,創新高,199.5
2026-08-04,6259,創新高,30.15
2026-08-04,6261,創新高,76.4
2026-08-04,6264,創新高,6.06
2026-08-04,6265,創新高,49.3
2026-08-04,6269,創新高,56.1
2026-08-04,6270,創新高,29.2
2026-08-04,6271,創新高,179.5
2026-08-04,6274,創新高,1340.0
2026-08-04,6275,創新高,43.0
2026-08-04,6276,創新高,20.7
2026-08-04,6278,創新高,153.0
2026-08-04,6282,創新高,47.9
2026-08-04,6283,創新高,20.4
2026-08-04,6284,創新高,77.1
2026-08-04,6285,創新高,252.5
2026-08-04,6291,創新高,366.5
2026-08-04,6292,創新高,57.6
2026-08-04,6405,創新高,38.65
2026-08-04,6411,創新高,76.5
2026-08-04,6412,創新高,81.8
2026-08-04,6414,創新高,436.5
2026-08-04,6415,創新高,424.0
2026-08-04,6416,創新高,94.6
2026-08-04,6418,創新高,32.0
2026-08-04,6419,創新高,133.0
2026-08-04,6423,創新高,71.5
2026-08-04,6425,創新高,55.8
2026-08-04,6426,創新高,173.5
2026-08-04,6431,創新高,18.55
2026-08-04,6435,創新高,251.5
2026-08-04,6438,創新高,144.0
2026-08-04,6441,創新高,19.3
2026-08-04,6442,創新高,1395.0
2026-08-04,6443,創新高,25.8
2026-08-04,6446,創新高,1215.0
2026-08-04,6449,創新高,227.5
2026-08-04,6451,創新高,391.0
2026-08-04,6456,創新高,58.0
2026-08-04,6462,創新高,96.5
2026-08-04,6474,創新高,37.5
2026-08-04,6477,創新高,36.05
2026-08-04,6485,創新高,60.2
2026-08-04,6488,創新高,952.0
2026-08-04,6491,創新高,365.5
2026-08-04,6492,創新高,41.1
2026-08-04,6494,創新高,49.45
2026-08-04,6498,創新高,76.2
2026-08-04,6499,創新高,59.0
2026-08-04,6506,創新高,16.55
2026-08-04,6509,創新高,44.25
2026-08-04,6510,創新高,2795.0
2026-08-04,6512,創新高,20.4
2026-08-04,6515,創新高,6575.0
2026-08-04,6516,創新高,58.4
2026-08-04,6525,創新高,136.0
2026-08-04,6526,創新高,575.0
2026-08-04,6527,創新高,73.0
2026-08-04,6530,創新高,74.7
2026-08-04,6531,創新高,806.0
2026-08-04,6532,創新高,70.3
2026-08-04,6534,創新高,94.5
2026-08-04,6538,創新高,148.5
2026-08-04,6546,創新高,56.7
2026-08-04,6547,創新高,47.4
2026-08-04,6548,創新高,74.0
2026-08-04,6552,創新高,24.35
2026-08-04,6558,創新高,25.05
2026-08-04,6560,創新高,32.15
2026-08-04,6568,創新高,133.0
2026-08-04,6570,創新高,54.7
2026-08-04,6573,創新高,18.25
2026-08-04,6574,創新高,126.5
2026-08-04,6578,創新高,18.25
2026-08-04,6579,創新高,163.5
2026-08-04,6581,創新高,109.0
2026-08-04,6584,創新高,475.5
2026-08-04,6585,創新高,117.5
2026-08-04,6588,創新高,95.4
2026-08-04,6589,創新高,47.4
2026-08-04,6591,創新高,44.5
2026-08-04,6596,創新高,88.3
2026-08-04,6597,創新高,64.0
2026-08-04,6598,創新高,31.5
2026-08-04,6605,創新高,134.0
2026-08-04,6606,創新高,26.1
2026-08-04,6609,創新高,37.25
2026-08-04,6612,創新高,71.1
2026-08-04,6613,創新高,283.5
2026-08-04,6615,創新高,35.25
2026-08-04,6624,創新高,41.4
2026-08-04,6625,創新高,77.0
2026-08-04,6629,創新高,104.0
2026-08-04,6640,創新高,885.0
2026-08-04,6641,創新高,17.7
2026-08-04,6643,創新高,414.0
2026-08-04,6651,創新高,122.5
2026-08-04,6654,創新高,168.0
2026-08-04,6657,創新高,30.65
2026-08-04,6658,創新高,147.5
2026-08-04,6661,創新高,17.85
2026-08-04,6664,創新高,340.0
2026-08-04,6667,創新高,227.0
2026-08-04,6669,創新高,6205.0
2026-08-04,6671,創新高,23.25
2026-08-04,6672,創新高,218.5
2026-08-04,6679,創新高,210.5
2026-08-04,6683,創新高,1090.0
2026-08-04,6689,創新高,60.7
2026-08-04,6691,創新高,679.0
2026-08-04,6693,創新高,163.0
2026-08-04,6695,創新高,51.0
2026-08-04,6697,創新高,40.45
2026-08-04,6698,創新高,33.0
2026-08-04,6703,創新高,106.0
2026-08-04,6706,創新高,106.0
2026-08-04,6708,創新高,39.0
2026-08-04,6712,創新高,148.5
2026-08-04,6715,創新高,348.5
2026-08-04,6716,創新高,80.8
2026-08-04,6719,創新高,208.5
2026-08-04,6721,創新高,52.3
2026-08-04,6725,創新高,256.0
2026-08-04,6727,創新高,370.0
2026-08-04,6728,創新高,104.5
2026-08-04,6732,創新高,156.5
2026-08-04,6735,創新高,65.1
2026-08-04,6739,創新高,990.0
2026-08-04,6741,創新高,55.7
2026-08-04,6742,創新高,44.8
2026-08-04,6751,創新高,41.5
2026-08-04,6752,創新高,97.0
2026-08-04,6756,創新高,96.0
2026-08-04,6761,創新高,148.0
2026-08-04,6763,創新高,41.65
2026-08-04,6770,創新高,60.1
2026-08-04,6771,創新高,38.65
2026-08-04,6776,創新高,55.2
2026-08-04,6781,創新高,1010.0
2026-08-04,6782,創新高,190.0
2026-08-04,6788,創新高,344.5
2026-08-04,6789,創新高,440.0
2026-08-04,6792,創新高,55.4
2026-08-04,6796,創新高,56.4
2026-08-04,6799,創新高,79.1
2026-08-04,6803,創新高,271.5
2026-08-04,6805,創新高,1590.0
2026-08-04,6807,創新高,35.3
2026-08-04,6811,創新高,236.0
2026-08-04,6821,創新高,41.7
2026-08-04,6823,創新高,65.4
2026-08-04,6829,創新高,181.5
2026-08-04,6830,創新高,403.0
2026-08-04,6831,創新高,617.0
2026-08-04,6834,創新高,93.5
2026-08-04,6840,創新高,62.4
2026-08-04,6841,創新高,55.2
2026-08-04,6843,創新高,39.4
2026-08-04,6844,創新高,60.8
2026-08-04,6846,創新高,61.9
2026-08-04,6854,創新高,94.1
2026-08-04,6855,創新高,117.0
2026-08-04,6856,創新高,44.3
2026-08-04,6859,創新高,99.5
2026-08-04,6861,創新高,206.0
2026-08-04,6862,創新高,138.0
2026-08-04,6863,創新高,134.0
2026-08-04,6869,創新高,67.4
2026-08-04,6870,創新高,248.0
2026-08-04,6873,創新高,78.1
2026-08-04,6874,創新高,77.4
2026-08-04,6884,創新高,31.1
2026-08-04,6887,創新高,38.0
2026-08-04,6894,創新高,343.0
2026-08-04,6899,創新高,50.4
2026-08-04,6903,創新高,317.0
2026-08-04,6904,創新高,121.5
2026-08-04,6906,創新高,68.7
2026-08-04,6907,創新高,181.5
2026-08-04,6913,創新高,128.0
2026-08-04,6916,創新高,18.35
2026-08-04,6922,創新高,178.0
2026-08-04,6924,創新高,108.5
2026-08-04,6925,創新高,52.3
2026-08-04,6928,創新高,49.6
2026-08-04,6929,創新高,23.75
2026-08-04,6933,創新高,169.0
2026-08-04,6944,創新高,786.0
2026-08-04,6945,創新高,94.8
2026-08-04,6947,創新高,76.7
2026-08-04,6949,創新高,874.0
2026-08-04,6953,創新高,211.0
2026-08-04,6955,創新高,117.0
2026-08-04,6969,創新高,34.45
2026-08-04,6996,創新高,175.0
2026-08-04,6997,創新高,76.6
2026-08-04,7402,創新高,102.0
2026-08-04,7547,創新高,47.1
2026-08-04,7556,創新高,215.5
2026-08-04,7610,創新高,1450.0
2026-08-04,7703,創新高,165.0
2026-08-04,7704,創新高,60.9
2026-08-04,7708,創新高,92.3
2026-08-04,7709,創新高,70.9
2026-08-04,7711,創新高,299.5
2026-08-04,7712,創新高,141.0
2026-08-04,7714,創新高,155.0
2026-08-04,7715,創新高,34.45
2026-08-04,7716,創新高,24.6
2026-08-04,7717,創新高,413.0
2026-08-04,7721,創新高,60.1
2026-08-04,7722,創新高,273.0
2026-08-04,7728,創新高,601.0
2026-08-04,7730,創新高,157.0
2026-08-04,7732,創新高,35.6
2026-08-04,7734,創新高,3690.0
2026-08-04,7736,創新高,70.3
2026-08-04,7738,創新高,166.0
2026-08-04,7740,創新高,153.0
2026-08-04,7744,創新高,404.5
2026-08-04,7749,創新高,339.0
2026-08-04,7750,創新高,2330.0
2026-08-04,7751,創新高,1365.0
2026-08-04,7760,創新高,34.0
2026-08-04,7768,創新高,252.0
2026-08-04,7772,創新高,89.7
2026-08-04,7777,創新高,39.6
2026-08-04,7782,創新高,26.45
2026-08-04,7788,創新高,203.5
2026-08-04,7794,創新高,28.8
2026-08-04,7795,創新高,418.0
2026-08-04,7799,創新高,355.0
2026-08-04,7803,創新高,19.75
2026-08-04,7805,創新高,614.0
2026-08-04,7810,創新高,188.5
2026-08-04,7811,創新高,71.0
2026-08-04,7822,創新高,813.0
2026-08-04,7823,創新高,81.0
2026-08-04,7827,創新高,153.5
2026-08-04,7828,創新高,1610.0
2026-08-04,7839,創新高,45.75
2026-08-04,8016,創新高,280.0
2026-08-04,8021,創新高,390.5
2026-08-04,8024,創新高,14.4
2026-08-04,8027,創新高,175.5
2026-08-04,8028,創新高,268.0
2026-08-04,8032,創新高,35.7
2026-08-04,8033,創新高,178.5
2026-08-04,8034,創新高,19.4
2026-08-04,8039,創新高,200.0
2026-08-04,8040,創新高,70.0
2026-08-04,8042,創新高,110.5
2026-08-04,8044,創新高,26.65
2026-08-04,8046,創新高,1045.0
2026-08-04,8048,創新高,54.0
2026-08-04,8049,創新高,26.1
2026-08-04,8054,創新高,81.1
2026-08-04,8059,創新高,15.15
2026-08-04,8064,創新高,104.0
2026-08-04,8067,創新高,13.6
2026-08-04,8068,創新高,17.6
2026-08-04,8069,創新高,197.5
2026-08-04,8070,創新高,46.9
2026-08-04,8071,創新高,22.5
2026-08-04,8072,創新高,26.65
2026-08-04,8074,創新高,53.0
2026-08-04,8076,創新高,23.0
2026-08-04,8077,創新高,45.8
2026-08-04,8081,創新高,254.0
2026-08-04,8086,創新高,122.5
2026-08-04,8087,創新高,28.8
2026-08-04,8088,創新高,46.8
2026-08-04,8091,創新高,222.0
2026-08-04,8096,創新高,126.5
2026-08-04,8097,創新高,54.4
2026-08-04,8101,創新高,13.1
2026-08-04,8103,創新高,75.7
2026-08-04,8104,創新高,30.4
2026-08-04,8105,創新高,16.25
2026-08-04,8107,創新高,11.5
2026-08-04,8109,創新高,124.5
2026-08-04,8110,創新高,43.45
2026-08-04,8111,創新高,65.5
2026-08-04,8112,創新高,85.2
2026-08-04,8114,創新高,224.0
2026-08-04,8121,創新高,29.9
2026-08-04,8131,創新高,66.0
2026-08-04,8147,創新高,120.5
2026-08-04,8150,創新高,82.5
2026-08-04,8155,創新高,288.5
2026-08-04,8162,創新高,51.9
2026-08-04,8163,創新高,32.1
2026-08-04,8171,創新高,19.35
2026-08-04,8176,創新高,9.9
2026-08-04,8182,創新高,38.8
2026-08-04,8183,創新高,29.1
2026-08-04,8210,創新高,1150.0
2026-08-04,8215,創新高,23.3
2026-08-04,8222,創新高,36.75
2026-08-04,8227,創新高,146.0
2026-08-04,8234,創新高,63.7
2026-08-04,8240,創新高,40.95
2026-08-04,8255,創新高,141.5
2026-08-04,8261,創新高,180.0
2026-08-04,8271,創新高,224.0
2026-08-04,8277,創新高,8.19
2026-08-04,8279,創新高,89.9
2026-08-04,8284,創新高,62.6
2026-08-04,8289,創新高,42.05
2026-08-04,8299,創新高,1820.0
2026-08-04,8342,創新高,88.5
2026-08-04,8358,創新高,341.0
2026-08-04,8367,創新高,40.65
2026-08-04,8374,創新高,76.0
2026-08-04,8383,創新高,69.9
2026-08-04,8390,創新高,94.1
2026-08-04,8401,創新高,22.8
2026-08-04,8403,創新高,18.9
2026-08-04,8404,創新高,16.35
2026-08-04,8410,創新高,30.65
2026-08-04,8416,創新高,169.0
2026-08-04,8423,創新高,18.0
2026-08-04,8424,創新高,68.8
2026-08-04,8426,創新高,21.2
